user_id,date_served,marketing_channel,variant,language_displayed,converted
a6150,1/1/18,House Ads,control,English,False
a6151,1/2/18,Push,control,English,False
a6152,1/2/18,Facebook,control,English,False
a6153,1/2/18,Instagram,control,English,False
a6154,1/2/18,Instagram,control,English,False
a6155,1/2/18,Facebook,control,English,False
a6156,1/2/18,House Ads,control,English,False
a6157,1/2/18,House Ads,control,English,False
a6158,1/3/18,House Ads,control,English,False
a6159,1/3/18,House Ads,control,English,False
a6160,1/3/18,Push,control,English,False
a6161,1/3/18,House Ads,control,English,False
a6162,1/3/18,House Ads,control,English,False
a6163,1/3/18,House Ads,control,English,False
a6164,1/3/18,Push,control,English,False
a6165,1/4/18,Facebook,control,English,False
a6166,1/4/18,Instagram,control,English,False
a6167,1/4/18,Instagram,control,English,False
a6168,1/4/18,Facebook,control,English,False
a6169,1/4/18,House Ads,control,English,False
a6170,1/4/18,House Ads,control,English,False
a6171,1/4/18,House Ads,control,English,False
a6172,1/5/18,House Ads,control,English,False
a6173,1/5/18,Push,control,English,False
a6174,1/5/18,House Ads,control,English,False
a6175,1/5/18,House Ads,control,English,False
a6176,1/5/18,House Ads,control,English,False
a6177,1/5/18,Push,control,English,False
a6178,1/5/18,Facebook,control,English,False
a6179,1/6/18,Instagram,control,English,False
a6180,1/6/18,Instagram,control,English,False
a6181,1/6/18,Facebook,control,English,False
a6182,1/6/18,House Ads,control,English,False
a6183,1/6/18,House Ads,control,English,False
a6184,1/6/18,House Ads,control,English,False
a6185,1/6/18,House Ads,control,English,False
a6186,1/7/18,Push,control,English,False
a6187,1/7/18,House Ads,control,English,False
a6188,1/7/18,House Ads,control,English,False
a6189,1/7/18,House Ads,control,English,False
a6190,1/7/18,Push,control,English,False
a6191,1/7/18,Facebook,control,English,False
a6192,1/8/18,Instagram,control,English,False
a6193,1/8/18,Instagram,control,English,False
a6194,1/8/18,Facebook,control,English,False
a6195,1/8/18,House Ads,control,English,False
a6196,1/8/18,House Ads,control,English,False
a6197,1/8/18,House Ads,control,English,False
a6198,1/8/18,House Ads,control,English,False
a6199,1/9/18,Push,control,English,False
a6200,1/9/18,House Ads,control,English,False
a6201,1/9/18,House Ads,control,English,False
a6202,1/9/18,House Ads,control,English,False
a6203,1/9/18,Push,control,English,False
a6204,1/9/18,Facebook,control,English,False
a6205,1/9/18,Instagram,control,English,False
a6206,1/10/18,Instagram,control,English,False
a6207,1/10/18,Facebook,control,English,False
a6208,1/10/18,House Ads,control,English,False
a6209,1/10/18,House Ads,control,English,False
a6210,1/10/18,House Ads,control,English,False
a6211,1/10/18,House Ads,control,English,False
a6212,1/10/18,Push,control,English,False
a6213,1/11/18,House Ads,control,English,False
a6214,1/11/18,House Ads,control,English,False
a6215,1/11/18,House Ads,control,English,False
a6216,1/11/18,Push,control,English,False
a6217,1/11/18,Facebook,control,English,False
a6218,1/11/18,Instagram,control,English,False
a6219,1/11/18,Instagram,control,English,False
a6220,1/12/18,Facebook,control,English,False
a6221,1/12/18,House Ads,control,English,False
a6222,1/12/18,House Ads,control,English,False
a6223,1/12/18,House Ads,control,English,False
a6224,1/12/18,House Ads,control,English,False
a6225,1/12/18,Push,control,English,False
a6226,1/12/18,House Ads,control,English,False
a6227,1/13/18,House Ads,control,English,False
a6228,1/13/18,House Ads,control,English,False
a6229,1/13/18,Push,control,English,False
a6230,1/13/18,Facebook,control,English,False
a6231,1/13/18,Instagram,control,English,False
a6232,1/13/18,Instagram,control,English,False
a6233,1/13/18,Facebook,control,English,False
a6234,1/14/18,House Ads,control,English,False
a6235,1/14/18,House Ads,control,English,False
a6236,1/14/18,House Ads,control,English,False
a6237,1/14/18,House Ads,control,English,False
a6238,1/14/18,Push,control,English,False
a6239,1/14/18,House Ads,control,English,False
a6240,1/14/18,House Ads,control,English,False
a6241,1/15/18,House Ads,control,English,False
a6242,1/15/18,Push,control,English,False
a6243,1/15/18,Facebook,control,English,False
a6244,1/15/18,Instagram,control,English,False
a6245,1/15/18,Instagram,control,English,False
a6246,1/15/18,Facebook,control,English,False
a6247,1/15/18,House Ads,control,English,False
a6248,1/16/18,House Ads,control,English,False
a6249,1/16/18,House Ads,control,English,False
a6250,1/16/18,House Ads,control,English,False
a6251,1/16/18,Push,control,English,False
a6252,1/16/18,House Ads,control,English,False
a6253,1/16/18,House Ads,control,English,False
a6254,1/16/18,House Ads,control,English,False
a6255,1/17/18,Push,control,English,False
a6256,1/17/18,Facebook,control,English,False
a6257,1/17/18,Instagram,control,English,False
a6258,1/17/18,Instagram,control,English,False
a6259,1/17/18,Facebook,control,English,False
a6260,1/17/18,House Ads,control,English,False
a6261,1/17/18,House Ads,control,English,False
a6262,1/18/18,House Ads,control,English,False
a6263,1/18/18,House Ads,control,English,False
a6264,1/18/18,Push,control,English,False
a6265,1/18/18,House Ads,control,English,False
a6266,1/18/18,House Ads,control,English,False
a6267,1/18/18,House Ads,control,English,False
a6268,1/18/18,Push,control,English,False
a6269,1/19/18,Facebook,control,English,False
a6270,1/19/18,Instagram,control,English,False
a6271,1/19/18,Instagram,control,English,False
a6272,1/19/18,Facebook,control,English,False
a6273,1/19/18,House Ads,control,English,False
a6274,1/19/18,House Ads,control,English,False
a6275,1/19/18,House Ads,control,English,False
a6276,1/20/18,House Ads,control,English,False
a6277,1/20/18,Push,control,English,False
a6278,1/20/18,House Ads,control,English,False
a6279,1/20/18,House Ads,control,English,False
a6280,1/20/18,House Ads,control,English,False
a6281,1/20/18,Push,control,English,False
a6282,1/20/18,Facebook,control,English,False
a6283,1/21/18,Instagram,control,English,False
a6284,1/21/18,Instagram,control,English,False
a6285,1/21/18,Facebook,control,English,False
a6286,1/21/18,House Ads,control,English,False
a6287,1/21/18,House Ads,control,English,False
a6288,1/21/18,House Ads,control,English,False
a6289,1/21/18,House Ads,control,English,False
a6290,1/22/18,Push,control,English,False
a6291,1/22/18,House Ads,control,English,False
a6292,1/22/18,House Ads,control,English,False
a6293,1/22/18,House Ads,control,English,False
a6294,1/22/18,Push,control,English,False
a6295,1/22/18,Facebook,control,English,False
a6296,1/22/18,Instagram,control,English,False
a6297,1/23/18,Instagram,control,English,False
a6298,1/23/18,Facebook,control,English,False
a6299,1/23/18,House Ads,control,English,False
a6300,1/23/18,House Ads,control,English,False
a6301,1/23/18,House Ads,control,English,False
a6302,1/23/18,House Ads,control,English,False
a6303,1/23/18,Push,control,English,False
a6304,1/24/18,House Ads,control,English,False
a6305,1/24/18,House Ads,control,English,False
a6306,1/24/18,House Ads,control,English,False
a6307,1/24/18,Push,control,English,False
a6308,1/24/18,Facebook,control,English,False
a6309,1/24/18,Instagram,control,English,False
a6310,1/24/18,Instagram,control,English,False
a6311,1/24/18,Facebook,control,English,False
a6312,1/25/18,House Ads,control,English,False
a6313,1/25/18,House Ads,control,English,False
a6314,1/25/18,House Ads,control,English,False
a6315,1/25/18,House Ads,control,English,False
a6316,1/25/18,Push,control,English,False
a6317,1/25/18,House Ads,control,English,False
a6318,1/25/18,House Ads,control,English,False
a6319,1/26/18,House Ads,control,English,False
a6320,1/26/18,Push,control,English,False
a6321,1/26/18,Facebook,control,English,False
a6322,1/26/18,Instagram,control,English,False
a6323,1/26/18,Instagram,control,English,False
a6324,1/26/18,Facebook,control,English,False
a6325,1/26/18,House Ads,control,English,False
a6326,1/27/18,House Ads,control,English,False
a6327,1/27/18,House Ads,control,English,False
a6328,1/27/18,House Ads,control,English,False
a6329,1/27/18,Push,control,English,False
a6330,1/27/18,House Ads,control,English,False
a6331,1/27/18,House Ads,control,English,False
a6332,1/27/18,House Ads,control,English,False
a6333,1/28/18,Push,control,English,False
a6334,1/28/18,Facebook,control,English,False
a6335,1/28/18,Instagram,control,English,False
a6336,1/28/18,Instagram,control,English,False
a6337,1/28/18,Facebook,control,English,False
a6338,1/28/18,House Ads,control,English,False
a6339,1/28/18,House Ads,control,English,False
a6340,1/29/18,House Ads,control,English,False
a6341,1/29/18,House Ads,control,English,False
a6342,1/29/18,Push,control,English,False
a6343,1/29/18,House Ads,control,English,False
a6344,1/29/18,House Ads,control,English,False
a6345,1/29/18,House Ads,control,English,False
a6346,1/29/18,Push,control,English,False
a6347,1/30/18,Facebook,control,English,False
a6348,1/30/18,Instagram,control,English,False
a6349,1/30/18,Instagram,control,English,False
a6350,1/30/18,Facebook,control,English,False
a6351,1/30/18,House Ads,control,English,False
a6352,1/30/18,House Ads,control,English,False
a6353,1/30/18,House Ads,control,English,False
a6354,1/31/18,House Ads,control,English,False
a6355,1/31/18,Push,control,English,False
a6356,1/31/18,House Ads,control,English,False
a6357,1/31/18,House Ads,control,English,False
a6358,1/31/18,House Ads,control,English,False
a6359,1/31/18,Push,control,English,False
a6360,1/31/18,Facebook,control,English,False
a6361,1/1/18,Instagram,control,English,False
a6362,1/1/18,Instagram,control,English,False
a6363,1/1/18,Facebook,control,English,False
a6364,1/1/18,House Ads,control,English,False
a6365,1/1/18,House Ads,control,English,False
a6366,1/1/18,House Ads,control,English,False
a6367,1/1/18,House Ads,control,English,False
a6368,1/2/18,Push,control,English,False
a6369,1/2/18,House Ads,control,English,False
a6370,1/2/18,House Ads,control,English,False
a6371,1/2/18,House Ads,control,English,False
a6372,1/2/18,Push,control,English,False
a6373,1/2/18,Facebook,control,English,False
a6374,1/2/18,Instagram,control,English,False
a6375,1/3/18,Instagram,control,English,False
a6376,1/3/18,Facebook,control,English,False
a6377,1/3/18,House Ads,control,English,False
a6378,1/3/18,House Ads,control,English,False
a6379,1/3/18,House Ads,control,English,False
a6380,1/3/18,House Ads,control,English,False
a6381,1/3/18,Push,control,English,False
a6382,1/4/18,House Ads,control,English,False
a6383,1/4/18,House Ads,control,English,False
a6384,1/4/18,House Ads,control,English,False
a6385,1/4/18,Push,control,English,False
a6386,1/4/18,Facebook,control,English,False
a6387,1/4/18,Instagram,control,English,False
a6388,1/4/18,Instagram,control,English,False
a6389,1/5/18,Facebook,control,English,False
a6390,1/5/18,House Ads,control,English,False
a6391,1/5/18,House Ads,control,English,False
a6392,1/5/18,House Ads,control,English,False
a6393,1/5/18,House Ads,control,English,False
a6394,1/5/18,Push,control,English,False
a6395,1/5/18,House Ads,control,English,False
a6396,1/6/18,House Ads,control,English,False
a6397,1/6/18,House Ads,control,English,False
a6398,1/6/18,Push,control,English,False
a6399,1/6/18,Facebook,control,English,False
a6400,1/6/18,Instagram,control,English,False
a6401,1/6/18,Instagram,control,English,False
a6402,1/6/18,Facebook,control,English,False
a6403,1/7/18,House Ads,control,English,False
a6404,1/7/18,House Ads,control,English,False
a6405,1/7/18,House Ads,control,English,False
a6406,1/7/18,House Ads,control,English,False
a6407,1/7/18,Push,control,English,False
a6408,1/7/18,House Ads,control,English,False
a6409,1/8/18,House Ads,control,English,False
a6410,1/8/18,House Ads,control,English,False
a6411,1/8/18,Push,control,English,False
a6412,1/8/18,Facebook,control,English,False
a6413,1/8/18,Instagram,control,English,False
a6414,1/8/18,Instagram,control,English,False
a6415,1/8/18,Facebook,control,English,False
a6416,1/9/18,House Ads,control,English,False
a6417,1/9/18,House Ads,control,English,False
a6418,1/9/18,House Ads,control,English,False
a6419,1/9/18,House Ads,control,English,False
a6420,1/9/18,Push,control,English,False
a6421,1/9/18,House Ads,control,English,False
a6422,1/9/18,House Ads,control,English,False
a6423,1/10/18,House Ads,control,English,False
a6424,1/10/18,Push,control,English,False
a6425,1/10/18,Facebook,control,English,False
a6426,1/10/18,Instagram,control,English,False
a6427,1/10/18,Instagram,control,English,False
a6428,1/10/18,Facebook,control,English,False
a6429,1/10/18,House Ads,control,English,False
a6430,1/11/18,House Ads,control,English,False
a6431,1/11/18,House Ads,control,English,False
a6432,1/11/18,House Ads,control,English,False
a6433,1/11/18,Push,control,English,False
a6434,1/11/18,House Ads,control,English,False
a6435,1/11/18,House Ads,control,English,False
a6436,1/11/18,House Ads,control,English,False
a6437,1/12/18,Push,control,English,False
a6438,1/26/18,House Ads,control,English,False
a6439,1/12/18,Facebook,control,English,False
a6440,1/26/18,House Ads,control,English,False
a6441,1/12/18,Instagram,control,English,False
a6442,1/27/18,House Ads,control,English,False
a6443,1/12/18,Instagram,control,English,False
a6444,1/27/18,House Ads,control,English,False
a6445,1/12/18,Facebook,control,English,False
a6446,1/27/18,House Ads,control,English,False
a6447,1/12/18,House Ads,control,English,False
a6448,1/27/18,House Ads,control,English,False
a6449,1/12/18,House Ads,control,English,False
a6450,1/27/18,House Ads,control,English,False
a6451,1/13/18,House Ads,control,English,False
a6452,1/27/18,House Ads,control,English,False
a6453,1/13/18,House Ads,control,English,False
a6454,1/27/18,House Ads,control,English,False
a6455,1/13/18,Push,control,English,False
a6456,1/28/18,House Ads,control,English,False
a6457,1/13/18,House Ads,control,English,False
a6458,1/28/18,House Ads,control,English,False
a6459,1/13/18,House Ads,control,English,False
a6460,1/28/18,House Ads,control,English,False
a6461,1/13/18,House Ads,control,English,False
a6462,1/28/18,House Ads,control,English,False
a6463,1/13/18,Push,control,English,False
a6464,1/28/18,House Ads,control,English,False
a6465,1/14/18,Facebook,control,English,False
a6466,1/28/18,House Ads,control,English,False
a6467,1/14/18,Instagram,control,English,False
a6468,1/28/18,House Ads,control,English,False
a6469,1/14/18,Instagram,control,English,False
a6470,1/29/18,House Ads,control,English,False
a6471,1/14/18,Facebook,control,English,False
a6472,1/29/18,House Ads,control,English,False
a6473,1/14/18,House Ads,control,English,False
a6474,1/29/18,House Ads,control,English,False
a6475,1/14/18,House Ads,control,English,False
a6476,1/29/18,House Ads,control,English,False
a6477,1/14/18,House Ads,control,English,False
a6478,1/29/18,House Ads,control,English,False
a6479,1/15/18,House Ads,control,English,False
a6480,1/29/18,House Ads,control,English,False
a6481,1/15/18,Push,control,English,False
a6482,1/29/18,House Ads,control,English,False
a6483,1/15/18,House Ads,control,English,False
a6484,1/30/18,House Ads,control,English,False
a6485,1/15/18,House Ads,control,English,False
a6486,1/30/18,House Ads,control,English,False
a6487,1/15/18,House Ads,control,English,False
a6488,1/30/18,House Ads,control,English,False
a6489,1/15/18,Push,control,English,False
a6490,1/30/18,House Ads,control,English,False
a6491,1/15/18,Facebook,control,English,False
a6492,1/30/18,House Ads,control,English,False
a6493,1/16/18,Instagram,control,English,False
a6494,1/30/18,House Ads,control,English,False
a6495,1/16/18,Instagram,control,English,False
a6496,1/30/18,House Ads,control,English,False
a6497,1/16/18,Facebook,control,English,False
a6498,1/31/18,House Ads,control,English,False
a6499,1/16/18,House Ads,control,English,False
a6500,1/31/18,House Ads,control,English,False
a6501,1/16/18,House Ads,control,English,False
a6502,1/31/18,House Ads,control,English,False
a6503,1/16/18,House Ads,control,English,False
a6504,1/31/18,House Ads,control,English,False
a6505,1/16/18,House Ads,control,English,False
a6506,1/31/18,House Ads,control,English,False
a6507,1/17/18,Push,control,English,False
a6508,1/31/18,House Ads,control,English,False
a6509,1/17/18,House Ads,control,English,False
a6510,1/31/18,House Ads,control,English,False
a6511,1/17/18,House Ads,control,English,False
a6512,1/1/18,House Ads,control,English,False
a6513,1/17/18,House Ads,control,English,False
a6514,1/1/18,House Ads,control,English,False
a6515,1/17/18,Push,control,English,False
a6516,1/1/18,House Ads,control,English,False
a6517,1/17/18,Facebook,control,English,False
a6518,1/1/18,House Ads,control,English,False
a6519,1/17/18,Instagram,control,English,False
a6520,1/1/18,House Ads,control,English,False
a6521,1/18/18,Instagram,control,English,False
a6522,1/1/18,House Ads,control,English,False
a6523,1/18/18,Facebook,control,English,False
a6524,1/1/18,House Ads,control,English,False
a6525,1/18/18,House Ads,control,English,False
a6526,1/2/18,House Ads,control,Arabic,False
a6527,1/18/18,House Ads,control,English,False
a6528,1/2/18,House Ads,control,Spanish,False
a6529,1/18/18,House Ads,control,English,False
a6530,1/2/18,House Ads,control,Arabic,False
a6531,1/18/18,House Ads,control,English,False
a6532,1/2/18,House Ads,control,English,False
a6533,1/18/18,Push,control,English,False
a6534,1/2/18,House Ads,control,English,False
a6535,1/19/18,House Ads,control,English,False
a6536,1/2/18,House Ads,control,English,False
a6537,1/19/18,House Ads,control,English,False
a6538,1/2/18,House Ads,control,English,False
a6539,1/19/18,House Ads,control,English,False
a6540,1/3/18,House Ads,control,English,False
a6541,1/19/18,Push,control,English,False
a6542,1/3/18,House Ads,control,English,False
a6543,1/19/18,Facebook,control,English,False
a6544,1/3/18,House Ads,control,English,False
a6545,1/19/18,Instagram,control,English,False
a6546,1/3/18,House Ads,control,English,False
a6547,1/19/18,Instagram,control,English,False
a6548,1/3/18,House Ads,control,English,False
a6549,1/20/18,Facebook,control,English,False
a6550,1/3/18,House Ads,control,English,False
a6551,1/20/18,House Ads,control,English,False
a6552,1/3/18,House Ads,control,Arabic,False
a6553,1/20/18,House Ads,control,English,False
a6554,1/4/18,House Ads,control,Spanish,False
a6555,1/20/18,House Ads,control,English,False
a6556,1/4/18,House Ads,control,Arabic,False
a6557,1/20/18,House Ads,control,English,False
a6558,1/4/18,House Ads,control,Spanish,False
a6559,1/20/18,Push,control,English,False
a6560,1/4/18,House Ads,control,English,False
a6561,1/20/18,House Ads,control,English,False
a6562,1/4/18,House Ads,control,English,False
a6563,1/21/18,House Ads,control,English,False
a6564,1/4/18,House Ads,control,English,False
a6565,1/21/18,House Ads,control,English,False
a6566,1/4/18,House Ads,control,English,False
a6567,1/21/18,Push,control,English,False
a6568,1/5/18,House Ads,control,English,False
a6569,1/21/18,Facebook,control,English,False
a6570,1/5/18,House Ads,control,English,False
a6571,1/21/18,Instagram,control,English,False
a6572,1/5/18,House Ads,control,English,False
a6573,1/21/18,Instagram,control,English,False
a6574,1/5/18,House Ads,control,English,False
a6575,1/21/18,Facebook,control,English,False
a6576,1/5/18,House Ads,control,English,False
a6577,1/22/18,House Ads,control,English,False
a6578,1/5/18,House Ads,control,Spanish,False
a6579,1/22/18,House Ads,control,English,False
a6580,1/5/18,House Ads,control,English,False
a6581,1/22/18,House Ads,control,English,False
a6582,1/6/18,House Ads,control,English,False
a6583,1/22/18,House Ads,control,English,False
a6584,1/6/18,House Ads,control,English,False
a6585,1/22/18,Push,control,English,False
a6586,1/6/18,House Ads,control,English,False
a6587,1/22/18,House Ads,control,English,False
a6588,1/6/18,House Ads,control,English,False
a6589,1/22/18,House Ads,control,English,False
a6590,1/6/18,House Ads,control,English,False
a6591,1/23/18,House Ads,control,English,False
a6592,1/6/18,House Ads,control,English,False
a6593,1/23/18,Push,control,English,False
a6594,1/6/18,House Ads,control,English,False
a6595,1/23/18,Facebook,control,English,False
a6596,1/7/18,House Ads,control,English,False
a6597,1/23/18,Instagram,control,English,False
a6598,1/7/18,House Ads,control,English,False
a6599,1/23/18,Instagram,control,English,False
a6600,1/7/18,House Ads,control,English,False
a6601,1/23/18,Facebook,control,English,False
a6602,1/7/18,House Ads,control,English,False
a6603,1/23/18,House Ads,control,English,False
a6604,1/7/18,House Ads,control,English,False
a6605,1/24/18,House Ads,control,English,False
a6606,1/7/18,House Ads,control,English,False
a6607,1/24/18,House Ads,control,English,False
a6608,1/8/18,House Ads,control,Spanish,False
a6609,1/24/18,House Ads,control,English,False
a6610,1/8/18,House Ads,control,English,False
a6611,1/24/18,Push,control,English,False
a6612,1/8/18,House Ads,control,English,False
a6613,1/24/18,House Ads,control,English,False
a6614,1/8/18,House Ads,control,English,False
a6615,1/24/18,House Ads,control,English,False
a6616,1/8/18,House Ads,control,English,False
a6617,1/24/18,House Ads,control,English,False
a6618,1/8/18,House Ads,control,English,False
a6619,1/24/18,Push,control,English,False
a6620,1/8/18,House Ads,control,English,False
a6621,1/25/18,Facebook,control,English,False
a6622,1/9/18,House Ads,control,English,False
a6623,1/25/18,Instagram,control,English,False
a6624,1/9/18,House Ads,control,English,False
a6625,1/25/18,Instagram,control,English,False
a6626,1/9/18,House Ads,control,English,False
a6627,1/25/18,Facebook,control,English,False
a6628,1/9/18,House Ads,control,English,False
a6629,1/25/18,House Ads,control,English,False
a6630,1/9/18,House Ads,control,Spanish,False
a6631,1/25/18,House Ads,control,English,False
a6632,1/9/18,House Ads,control,English,False
a6633,1/25/18,House Ads,control,English,False
a6634,1/9/18,House Ads,control,English,False
a6635,1/26/18,House Ads,control,English,False
a6636,1/10/18,House Ads,control,English,False
a6637,1/26/18,Push,control,English,False
a6638,1/10/18,House Ads,control,English,False
a6639,1/26/18,House Ads,control,English,False
a6640,1/10/18,House Ads,control,English,False
a6641,1/26/18,House Ads,control,English,False
a6642,1/10/18,House Ads,control,Spanish,False
a6643,1/26/18,House Ads,control,English,False
a6644,1/10/18,House Ads,control,English,False
a6645,1/26/18,Push,control,English,False
a6646,1/10/18,House Ads,control,English,False
a6647,1/26/18,Facebook,control,English,False
a6648,1/10/18,House Ads,control,English,False
a6649,1/27/18,Instagram,control,English,False
a6650,1/11/18,House Ads,control,English,False
a6651,1/27/18,Instagram,control,English,False
a6652,1/11/18,House Ads,control,English,False
a6653,1/27/18,Facebook,control,English,False
a6654,1/11/18,House Ads,control,English,False
a6655,1/27/18,House Ads,control,English,False
a6656,1/11/18,House Ads,control,English,False
a6657,1/27/18,House Ads,control,English,False
a6658,1/11/18,House Ads,control,English,False
a6659,1/27/18,House Ads,control,English,False
a6660,1/11/18,House Ads,control,English,False
a6661,1/27/18,House Ads,control,English,False
a6662,1/11/18,House Ads,control,English,False
a6663,1/28/18,Push,control,English,False
a6664,1/12/18,House Ads,control,English,False
a6665,1/28/18,House Ads,control,English,False
a6666,1/12/18,House Ads,control,English,False
a6667,1/28/18,House Ads,control,English,False
a6668,1/28/18,House Ads,control,English,False
a6669,1/28/18,Push,control,English,False
a6670,1/28/18,Facebook,control,English,False
a6671,1/28/18,Instagram,control,English,False
a6672,1/29/18,Instagram,control,English,False
a6673,1/29/18,Facebook,control,English,False
a6674,1/29/18,House Ads,control,English,False
a6675,1/29/18,House Ads,control,English,False
a6676,1/29/18,House Ads,control,English,False
a6677,1/29/18,House Ads,control,English,False
a6678,1/29/18,Push,control,English,False
a6679,1/30/18,House Ads,control,English,False
a6680,1/30/18,House Ads,control,English,False
a6681,1/30/18,House Ads,control,English,False
a6682,1/30/18,Push,control,English,False
a6683,1/30/18,Facebook,control,English,False
a6684,1/30/18,Instagram,control,English,False
a6685,1/30/18,Instagram,control,English,False
a6686,1/31/18,Facebook,control,English,False
a6687,1/31/18,House Ads,control,English,False
a6688,1/31/18,House Ads,control,English,False
a6689,1/31/18,House Ads,control,English,False
a6690,1/31/18,House Ads,control,English,False
a6691,1/31/18,Push,control,English,False
a6692,1/31/18,House Ads,control,English,False
a6693,1/1/18,House Ads,control,English,False
a6694,1/1/18,House Ads,control,English,False
a6695,1/1/18,Push,control,English,False
a6696,1/1/18,Facebook,control,English,False
a6697,1/1/18,Instagram,control,English,False
a6698,1/1/18,Instagram,control,English,False
a6699,1/1/18,Facebook,control,English,False
a6700,1/2/18,House Ads,control,English,False
a6701,1/2/18,House Ads,control,English,False
a6702,1/2/18,House Ads,control,English,False
a6703,1/2/18,House Ads,control,English,False
a6704,1/2/18,Push,control,English,False
a6705,1/2/18,House Ads,control,English,False
a6706,1/2/18,House Ads,control,English,False
a6707,1/3/18,House Ads,control,English,False
a6708,1/3/18,Push,control,English,False
a6709,1/3/18,Facebook,control,English,False
a6710,1/3/18,Instagram,control,English,False
a6711,1/3/18,Instagram,control,English,False
a6712,1/3/18,Facebook,control,English,False
a6713,1/3/18,House Ads,control,English,False
a6714,1/4/18,House Ads,control,English,False
a6715,1/4/18,House Ads,control,English,False
a6716,1/4/18,House Ads,control,English,False
a6717,1/4/18,Push,control,English,False
a6718,1/4/18,House Ads,control,English,False
a6719,1/4/18,House Ads,control,English,False
a6720,1/4/18,House Ads,control,English,False
a6721,1/5/18,Push,control,English,False
a6722,1/5/18,Facebook,control,English,False
a6723,1/5/18,Instagram,control,English,False
a6724,1/5/18,Instagram,control,English,False
a6725,1/15/18,Email,control,English,False
a6726,1/27/18,House Ads,personalization,English,False
a6727,1/15/18,Email,control,English,False
a6728,1/27/18,House Ads,personalization,English,False
a6729,1/15/18,Email,control,English,False
a6730,1/27/18,Push,personalization,English,False
a6731,1/15/18,Email,control,English,False
a6732,1/27/18,Facebook,personalization,English,False
a6733,1/15/18,Email,control,English,False
a6734,1/28/18,Instagram,personalization,English,False
a6735,1/15/18,Email,control,English,False
a6736,1/28/18,Instagram,personalization,English,False
a6737,1/15/18,Email,control,English,False
a6738,1/28/18,Facebook,personalization,English,False
a6739,1/15/18,Email,control,English,False
a6740,1/28/18,House Ads,personalization,English,False
a6741,1/15/18,Email,control,English,False
a6742,1/28/18,House Ads,personalization,English,False
a6743,1/15/18,Email,control,English,False
a6744,1/28/18,House Ads,personalization,English,False
a6745,1/15/18,Email,control,English,False
a6746,1/28/18,Push,personalization,English,False
a6747,1/15/18,Email,control,English,False
a6748,1/29/18,Facebook,personalization,English,False
a6749,1/15/18,Email,control,English,False
a6750,1/29/18,Instagram,personalization,English,False
a6751,1/15/18,Email,control,English,False
a6752,1/29/18,Instagram,personalization,English,False
a6753,1/15/18,Email,control,English,False
a6754,1/29/18,Facebook,personalization,English,False
a6755,1/15/18,Email,control,English,False
a6756,1/29/18,House Ads,personalization,English,False
a6757,1/15/18,Email,control,English,False
a6758,1/29/18,House Ads,personalization,English,False
a6759,1/15/18,Email,control,English,False
a6760,1/29/18,House Ads,personalization,English,False
a6761,1/15/18,Email,control,English,False
a6762,1/30/18,Push,personalization,English,False
a6763,1/15/18,Email,control,English,False
a6764,1/30/18,Facebook,personalization,English,False
a6765,1/15/18,Email,control,English,False
a6766,1/30/18,Instagram,personalization,English,False
a6767,1/15/18,Email,control,English,False
a6768,1/30/18,Instagram,personalization,English,False
a6769,1/15/18,Email,control,English,False
a6770,1/30/18,Facebook,personalization,English,False
a6771,1/15/18,Email,control,English,False
a6772,1/30/18,House Ads,personalization,English,False
a6773,1/15/18,Email,control,English,False
a6774,1/30/18,House Ads,personalization,English,False
a6775,1/15/18,Email,control,English,False
a6776,1/31/18,House Ads,personalization,English,False
a6777,1/15/18,Email,control,English,False
a6778,1/31/18,Push,personalization,English,False
a6779,1/15/18,Email,control,English,False
a6780,1/31/18,Facebook,personalization,English,False
a6781,1/15/18,Email,control,English,False
a6782,1/31/18,Instagram,personalization,English,False
a6783,1/15/18,Email,control,English,False
a6784,1/31/18,Instagram,personalization,English,False
a6785,1/15/18,Email,control,English,False
a6786,1/31/18,Facebook,personalization,English,False
a6787,1/15/18,Email,control,English,False
a6788,1/31/18,House Ads,personalization,English,False
a6789,1/15/18,Email,control,English,False
a6790,1/1/18,House Ads,personalization,English,False
a6791,1/15/18,Email,control,English,False
a6792,1/1/18,House Ads,personalization,English,False
a6793,1/15/18,Email,control,English,False
a6794,1/1/18,Push,personalization,English,False
a6795,1/15/18,Email,control,English,False
a6796,1/1/18,Facebook,personalization,English,False
a6797,1/15/18,Email,control,English,False
a6798,1/1/18,Instagram,personalization,English,False
a6799,1/15/18,Email,control,English,False
a6800,1/1/18,Instagram,personalization,English,False
a6801,1/15/18,Email,control,English,False
a6802,1/1/18,Facebook,personalization,English,False
a6803,1/15/18,Email,control,English,False
a6804,1/2/18,House Ads,personalization,English,False
a6805,1/15/18,Email,control,English,False
a6806,1/2/18,House Ads,personalization,English,False
a6807,1/15/18,Email,control,English,False
a6808,1/2/18,House Ads,personalization,English,False
a6809,1/15/18,Email,control,English,False
a6810,1/2/18,Push,personalization,English,False
a6811,1/15/18,Email,control,English,False
a6812,1/2/18,Facebook,personalization,English,False
a6813,1/15/18,Email,control,English,False
a6814,1/2/18,Instagram,personalization,English,False
a6815,1/15/18,Email,control,English,False
a6816,1/2/18,Instagram,personalization,English,False
a6817,1/15/18,Email,control,English,False
a6818,1/3/18,Facebook,personalization,English,False
a6819,1/15/18,Email,control,English,False
a6820,1/3/18,House Ads,personalization,English,False
